Timestamp, GazeX,GazeY,EyeLeftX,EyeLeftY,EyeLeftZ,EyeLeftNormalizedX,EyeLeftNormalizedY,EyeLeftNormalizedZ,EyeRightX,EyeRightY,EyeRightZ,EyeRightNormalizedX, EyeRightNormalizedY, EyeRightNormalizedZ,HeadPositionX,HeadPositionY,HeadPositionZ,HeadPitch,HeadYaw,HeadRoll,Pitch,Yaw,Roll,DirectionX,DirectionY,DirectionZ,ArmDirectionX,ArmDirectionY, ArmDirectionZ,PalmNormalX,PalmNormalY,PalmNormalZ,HandVelocityX,HandVelocityY,HandVelocityZ,PalmPositionX,PalmPositionY,PalmPositionZ,WristPositionX,WristPositionY,WristPositionZ,ThumbMetaPrevX,ThumbMetaPrevY, ThumbMetaPrevZ,ThumbMetaNextX,ThumbMetaNextY, ThumbMetaNextZ,ThumbProxNextX,ThumbProxNextY, ThumbProxNextZ,ThumbInterNextX,ThumbInterNextY, ThumbInterNextZ,ThumbDistNextX,ThumbDistNextY, ThumbDistNextZ,IndexMetaPrevX,IndexMetaPrevY, IndexMetaPrevZ,IndexMetaNextX,IndexMetaNextY, IndexMetaNextZ,IndexProxNextX,IndexProxNextY, IndexProxNextZ,IndexInterNextX,IndexInterNextY, IndexInterNextZ,IndexDistNextX,IndexDistNextY, IndexDistNextZ,MiddleMetaPrevX,MiddleMetaPrevY, MiddleMetaPrevZ,MiddleMetaNextX,MiddleMetaNextY, MiddleMetaNextZ,MiddleProxNextX,MiddleProxNextY, MiddleProxNextZ,MiddleInterNextX,MiddleInterNextY, MiddleInterNextZ,MiddleDistNextX,MiddleDistNextY, MiddleDistNextZ,RingMetaPrevX,MiddleMetaPrevY, MiddleMetaPrevZ,RingMetaNextX,RingMetaNextY, RingMetaNextZ,RingProxNextX,RingProxNextY, RingProxNextZ,RingInterNextX,RingInterNextY, RingInterNextZ,RingDistNextX,RingDistNextY, RingDistNextZ,PinkyMetaPrevX,PinkyMetaPrevY, PinkyMetaPrevZ,PinkyMetaNextX,PinkyMetaNextY, PinkyMetaNextZ,PinkyProxNextX,PinkyProxNextY, PinkyProxNextZ,PinkyInterNextX,PinkyInterNextY, PinkyInterNextZ,PinkyDistNextX,PinkyDistNextY, PinkyDistNextZ
05.47.04.476136,905.32454850325,453.73097897892,-16.0773693359905074,97.3904205193139915,498.3305943225485060,0.6124825489152823,0.5188379895318893,0.3288364421953113,41.1807063781207887,98.6489599222213939,496.6255700186325150,0.4571909021963033,0.5139666211236863,0.3290585887063893,13.3005660783875914,111.4515708696474970,603.3233588945495280,0.0169000637163072,0.1122544195879846,0.0877653986592442,3.141593,3.141593,3.141593,0, 0, 0,-0, -0, -1,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
05.47.04.491406,906.504730958157,455.274584635257,-16.0933032733109620,97.3744865819935370,498.3146603852280230,0.5965486115948260,0.5029040522114330,0.3129025048748550,41.1647724408003341,98.6330259849009394,496.6096360813120320,0.4412569648758470,0.4980326838032300,0.3131246513859330,13.2846321410671351,111.4356369323270430,603.3074249572290450,0.0009661263958509,0.0963204822675283,0.0718314613387878,3.141593,3.141593,3.141593,0, 0, 0,-0, -0, -1,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
05.47.04.507264,905.962414195048,455.450106954095,-16.0830619436416100,97.3847279116628925,498.3249017148974070,0.6067899412641794,0.5131453818807864,0.3231438345442084,41.1750137704696897,98.6432673145702949,496.6198774109814160,0.4514982945452004,0.5082740134725834,0.3233659810552864,13.2948734707364888,111.4458782619963980,603.3176662868984290,0.0112074560652043,0.1065618119368817,0.0820727910081412,3.141593,3.141593,3.141593,0, 0, 0,-0, -0, -1,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
05.47.04.522864,905.36318137942,455.122000240025,-16.0905289300278014,97.3772609252767011,498.3174347285112160,0.5993229548779870,0.5056783954945940,0.3156768481580161,41.1675467840834912,98.6358003281841035,496.6124104245952250,0.4440313081590081,0.5008070270863910,0.3158989946690941,13.2874064843502975,111.4384112756102070,603.3101993005121810,0.0037404696790120,0.0990948255506894,0.0746058046219489,3.141593,3.141593,3.141593,0, 0, 0,-0, -0, -1,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
05.47.04.538052,904.129412782431,455.087991741702,-16.0949739756774868,97.3728158796270122,498.3129896828615410,0.5948779092283040,0.5012333498449110,0.3112318025083330,41.1631017384338093,98.6313552825344146,496.6079653789455500,0.4395862625093250,0.4963619814367080,0.3114539490194110,13.2829614387006138,111.4339662299605180,603.3057542548625630,-0.0007045759706711,0.0946497799010063,0.0701607589722659,3.141593,3.141593,3.141593,0, 0, 0,-0, -0, -1,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
05.47.04.553603,904.171790346033,455.446131883515,-16.0783026706378393,97.3894871846666631,498.3296609879011490,0.6115492142679513,0.5179046548845583,0.3279031075479803,41.1797730434734603,98.6480265875740656,496.6246366839851580,0.4562575675489723,0.5130332864763553,0.3281252540590583,13.2996327437402613,111.4506375350001690,603.3224255599021710,0.0159667290689762,0.1113210849406536,0.0868320640119131,3.141593,3.141593,3.141593,0, 0, 0,-0, -0, -1,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
05.47.04.568890,904.171790346033,455.446131883515,-16.0882391207973754,97.3795507345071200,498.3197245377416490,0.6016127641084124,0.5079682047250194,0.3179666573884414,41.1698365933139172,98.6380901374145224,496.6147002338256580,0.4463211173894334,0.5030968363168163,0.3181888038995194,13.2896962935807217,111.4407010848406260,603.3124891097426140,0.0060302789094373,0.1013846347811147,0.0768956138523742,3.141593,3.141593,3.141593,0, 0, 0,-0, -0, -1,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
05.47.04.584902,903.300649223977,455.200087538107,-16.0919089818722725,97.3758808734322229,498.3160546766667380,0.5979429030335182,0.5042983436501252,0.3142967963135472,41.1661667322390272,98.6344202763396253,496.6110303727507470,0.4426512563145392,0.4994269752419221,0.3145189428246252,13.2860264325058281,111.4370312237657290,603.3088192486677590,0.0023604178345431,0.0977147737062205,0.0732257527774800,3.141593,3.141593,3.141593,0, 0, 0,-0, -0, -1,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
05.47.04.600958,902.672953076899,455.379296186767,-16.0772163803055150,97.3905734749989875,498.3307472782335020,0.6126355046002729,0.5189909452168799,0.3289893978803020,41.1808593338057775,98.6491128779063899,496.6257229743175110,0.4573438578812940,0.5141195768086770,0.3292115443913800,13.3007190340725820,111.4517238253324930,603.3235118502344670,0.0170530194012979,0.1124073752729753,0.0879183543442348,3.141593,3.141593,3.141593,0, 0, 0,-0, -0, -1,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
05.47.04.616284,903.170528993183,455.473469441968,-16.0806142656915085,97.3871755896129940,498.3273493928475090,0.6092376192142805,0.5155930598308875,0.3255915124943096,41.1774614484197911,98.6457149925203964,496.6223250889315180,0.4539459724953016,0.5107216914226845,0.3258136590053876,13.2973211486865903,111.4483259399465000,603.3201139648484740,0.0136551340153055,0.1090094898869829,0.0845204689582424,3.141593,3.141593,3.141593,0, 0, 0,-0, -0, -1,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
