Timestamp, GazeX,GazeY,EyeLeftX,EyeLeftY,EyeLeftZ,EyeLeftNormalizedX,EyeLeftNormalizedY,EyeLeftNormalizedZ,EyeRightX,EyeRightY,EyeRightZ,EyeRightNormalizedX, EyeRightNormalizedY, EyeRightNormalizedZ,HeadPositionX,HeadPositionY,HeadPositionZ,HeadPitch,HeadYaw,HeadRoll,Pitch,Yaw,Roll,DirectionX,DirectionY,DirectionZ,ArmDirectionX,ArmDirectionY, ArmDirectionZ,PalmNormalX,PalmNormalY,PalmNormalZ,HandVelocityX,HandVelocityY,HandVelocityZ,PalmPositionX,PalmPositionY,PalmPositionZ,WristPositionX,WristPositionY,WristPositionZ,ThumbMetaPrevX,ThumbMetaPrevY, ThumbMetaPrevZ,ThumbMetaNextX,ThumbMetaNextY, ThumbMetaNextZ,ThumbProxNextX,ThumbProxNextY, ThumbProxNextZ,ThumbInterNextX,ThumbInterNextY, ThumbInterNextZ,ThumbDistNextX,ThumbDistNextY, ThumbDistNextZ,IndexMetaPrevX,IndexMetaPrevY, IndexMetaPrevZ,IndexMetaNextX,IndexMetaNextY, IndexMetaNextZ,IndexProxNextX,IndexProxNextY, IndexProxNextZ,IndexInterNextX,IndexInterNextY, IndexInterNextZ,IndexDistNextX,IndexDistNextY, IndexDistNextZ,MiddleMetaPrevX,MiddleMetaPrevY, MiddleMetaPrevZ,MiddleMetaNextX,MiddleMetaNextY, MiddleMetaNextZ,MiddleProxNextX,MiddleProxNextY, MiddleProxNextZ,MiddleInterNextX,MiddleInterNextY, MiddleInterNextZ,MiddleDistNextX,MiddleDistNextY, MiddleDistNextZ,RingMetaPrevX,MiddleMetaPrevY, MiddleMetaPrevZ,RingMetaNextX,RingMetaNextY, RingMetaNextZ,RingProxNextX,RingProxNextY, RingProxNextZ,RingInterNextX,RingInterNextY, RingInterNextZ,RingDistNextX,RingDistNextY, RingDistNextZ,PinkyMetaPrevX,PinkyMetaPrevY, PinkyMetaPrevZ,PinkyMetaNextX,PinkyMetaNextY, PinkyMetaNextZ,PinkyProxNextX,PinkyProxNextY, PinkyProxNextZ,PinkyInterNextX,PinkyInterNextY, PinkyInterNextZ,PinkyDistNextX,PinkyDistNextY, PinkyDistNextZ
05.46.08.275025,890.969483597832,439.409703226198,-7.4172386964052022,95.3138736759576801,516.7576712242293970,0.5817965476467487,0.5428182392074938,0.3531956880047197,49.7893958250791826,97.0058099350432882,513.9302324497064090,0.4309490828468678,0.5348513333752027,0.3533859758331648,22.0006289689495880,103.6210513322303800,601.6286425797893560,-0.0178958864257459,0.0584198834999677,0.1084877981498118,3.141593,3.141593,3.141593,0, 0, 0,-0, -0, -1,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
05.46.08.289894,892.350970785909,438.850283385324,-7.4215732569920574,95.3095391153708248,516.7533366636425850,0.5774619870598940,0.5384836786206391,0.3488611274178650,49.7850612644923273,97.0014753744564330,513.9258978891195960,0.4266145222600131,0.5305167727883481,0.3490514152463101,21.9962944083627327,103.6167167716435240,601.6243080192025440,-0.0222304470126006,0.0540853229131130,0.1041532375629571,3.141593,3.141593,3.141593,0, 0, 0,-0, -0, -1,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
05.46.08.305057,891.469511780973,438.480351606494,-7.4255464174295325,95.3055659549333569,516.7493635032051310,0.5734888266224190,0.5345105181831641,0.3448879669803900,49.7810881040548523,96.9975022140189650,513.9219247286821420,0.4226413618225381,0.5265436123508730,0.3450782548088351,21.9923212479252576,103.6127436112060560,601.6203348587650900,-0.0262036074500756,0.0501121624756380,0.1001800771254820,3.141593,3.141593,3.141593,0, 0, 0,-0, -0, -1,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
05.46.08.320756,890.071575620281,439.575323448071,-7.4261614276356251,95.3049509447272526,516.7487484929989700,0.5728738164163257,0.5338955079770709,0.3442729567742968,49.7804730938487623,96.9968872038128608,513.9213097184759810,0.4220263516164449,0.5259286021447798,0.3444632446027418,21.9917062377191641,103.6121286009999520,601.6197198485589290,-0.0268186176561689,0.0494971522695447,0.0995650669193888,3.141593,3.141593,3.141593,0, 0, 0,-0, -0, -1,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
05.46.08.336192,889.919016496018,439.948410132196,-7.4243984642007188,95.3067139081621661,516.7505114564338550,0.5746367798512321,0.5356584714119772,0.3460359202092032,49.7822360572836686,96.9986501672477743,513.9230726819108660,0.4237893150513512,0.5276915655796861,0.3462262080376482,21.9934692011540704,103.6138915644348660,601.6214828119938140,-0.0250556542212625,0.0512601157044511,0.1013280303542952,3.141593,3.141593,3.141593,0, 0, 0,-0, -0, -1,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
05.46.08.351435,893.577267553841,442.248008787105,-7.4111867157500626,95.3199256566128241,516.7637232048845130,0.5878485283018888,0.5488702198626338,0.3592476686598599,49.7954478057343266,97.0118619156984322,513.9362844303615240,0.4370010635020079,0.5409033140303429,0.3594379564883049,22.0066809496047284,103.6271033128855240,601.6346945604444720,-0.0118439057706058,0.0644718641551078,0.1145397788049519,3.141593,3.141593,3.141593,0, 0, 0,-0, -0, -1,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
05.46.08.367124,895.60166171203,443.356392039291,-7.4198690718638618,95.3112433004990293,516.7550408487708180,0.5791661721880896,0.5401878637488347,0.3505653125460606,49.7867654496205247,97.0031795595846375,513.9276020742478290,0.4283187073882087,0.5322209579165437,0.3507556003745057,21.9979985934909266,103.6184209567717290,601.6260122043307770,-0.0205262618844050,0.0557895080413086,0.1058574226911527,3.141593,3.141593,3.141593,0, 0, 0,-0, -0, -1,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
05.46.08.382500,895.195340326684,446.399648493372,-7.4272222776177514,95.3038900947451281,516.7476876430168880,0.5718129664342000,0.5328346579949451,0.3432121067921710,49.7794122438666377,96.9958263538307363,513.9202488684938990,0.4209655016343191,0.5248677521626540,0.3434023946206161,21.9906453877370396,103.6110677510178280,601.6186589985768470,-0.0278794676382946,0.0484363022874190,0.0985042169372631,3.141593,3.141593,3.141593,0, 0, 0,-0, -0, -1,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
05.46.08.397659,896.245323720222,445.915894177549,-7.4150505930137012,95.3160617793491837,516.7598593276209150,0.5839846510382504,0.5450063425989955,0.3553837913962214,49.7915839284706862,97.0079980384347919,513.9324205530979270,0.4331371862383695,0.5370394367667044,0.3555740792246664,22.0028170723410881,103.6232394356218830,601.6308306831808740,-0.0157077830342442,0.0606079868914693,0.1106759015413134,3.141593,3.141593,3.141593,0, 0, 0,-0, -0, -1,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
05.46.08.413129,897.771975515887,445.112987138115,-7.4209244891026049,95.3101878832602835,516.7539854315319870,0.5781107549493467,0.5391324465100917,0.3495098953073177,49.7857100323817860,97.0021241423458917,513.9265466570089980,0.4272632901494657,0.5311655406778006,0.3497001831357627,21.9969431762521843,103.6173655395329830,601.6249567870919460,-0.0215816791231480,0.0547340908025656,0.1048020054524097,3.141593,3.141593,3.141593,0, 0, 0,-0, -0, -1,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
